"Country.of.Origin","Number.of.Bags","Bag.Weight","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Cupper.Points","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Category.Two.Defects"
"Mexico",10,"1 kg","Washed / Wet",7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,83.17,0.12,3,0,8
"Mexico",10,"1 kg","Washed / Wet",7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,83.17,0.14,0,0,10
"Colombia",275,"70 kg","Washed / Wet",7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,83.17,0.11,1,0,2
"Mexico",15,"1 kg","Washed / Wet",7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,83.17,0.13,0,0,5
"Colombia",250,"70 kg","Washed / Wet",7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,83.17,0.11,0,0,0
"Mexico",250,"1 kg","Washed / Wet",7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,83.17,0.11,0,0,5
"Brazil",50,"60 kg","Natural / Dry",7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,83.17,0.12,0,0,1
"Brazil",100,"60 kg","Natural / Dry",7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,83.17,0.11,0,0,4
"Guatemala",250,"2 kg","Washed / Wet",7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,83.17,0,0,0,10
"Brazil",25,"60 kg","Semi-washed / Semi-pulped",7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,83.17,0.12,0,0,3
"Colombia",275,"70 kg","Washed / Wet",7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,83.08,0,0,1,4
"Colombia",275,"70 kg","Washed / Wet",7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,83.08,0,1,2,5
"Brazil",320,"60 kg","Pulped natural / honey",7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,83.08,0.11,0,2,2
"Brazil",320,"2 kg","Natural / Dry",7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,83.08,0,0,0,3
"Taiwan",20,"60 kg","Natural / Dry",7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,83.08,0,0,0,0
"Brazil",300,"60 kg","Natural / Dry",7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83.08,0.11,0,0,13
"Brazil",300,"2 kg","Washed / Wet",7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67,83.08,0,0,0,1
"Costa Rica",250,"1 kg","Washed / Wet",7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,83.08,0.1,0,0,3
"United States (Hawaii)",16,"100 lbs","Natural / Dry",7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58,83.08,0.12,0,0,8
"Taiwan",50,"30 kg","Other",7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,7.58,83.08,0.11,0,0,0
"United States (Hawaii)",6,"100 lbs","Natural / Dry",7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,83.08,0.1,0,0,0
"Mexico",10,"1 kg","Washed / Wet",7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,83.08,0.1,0,0,1
"United States (Hawaii)",7,"100 lbs","Natural / Dry",7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,8.08,83.08,0,1,0,4
"United States (Hawaii)",6,"100 lbs","Washed / Wet",7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,83.08,0.12,0,0,0
"Brazil",320,"60 kg","Natural / Dry",7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,83,0,0,0,4
"Brazil",320,"60 kg","Natural / Dry",7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,83,0.11,0,3,5
"Brazil",320,"60 kg","Natural / Dry",7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,83,0.11,0,2,3
"Uganda",310,"60 kg","Washed / Wet",7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,83,0.12,0,0,6
"Uganda",325,"60 kg","Natural / Dry",7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,83,0.12,0,5,8
"Vietnam",2,"2 kg","Other",7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8,83,0,0,0,0
"Guatemala",275,"69 kg","Washed / Wet",7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,83,0.11,0,0,3
"Guatemala",200,"69 kg","Washed / Wet",7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,83,0.11,0,0,2
"Guatemala",250,"69 kg","Washed / Wet",7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,83,0.11,0,0,2
"Brazil",305,"2 kg","Natural / Dry",7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58,83,0,0,0,0
"Taiwan",10,"60 kg","Washed / Wet",7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,7.17,83,0.08,0,0,0
"Uganda",300,"60 kg","Washed / Wet",7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,83,0.12,0,0,0
"United States (Puerto Rico)",17,"5 lbs","Washed / Wet",7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,83,0,0,0,0
"Guatemala",26,"69 kg","Washed / Wet",7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,83,0.1,1,0,0
"Costa Rica",250,"1 kg","Washed / Wet",7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,83,0.11,0,0,3
"Brazil",250,"2 kg","Semi-washed / Semi-pulped",7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,83,0.12,0,0,4
"Colombia",120,"70 kg","Washed / Wet",7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,83,0.11,1,0,1
"Colombia",250,"70 kg","Washed / Wet",7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58,83,0,0,0,0
"Colombia",250,"70 kg","Natural / Dry",7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,83,0.11,0,0,1
"Colombia",250,"70 kg","Natural / Dry",7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,83,0,0,0,2
"Colombia",275,"70 kg","Washed / Wet",7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,83,0.11,1,0,2
"Mexico",15,"1 kg","Washed / Wet",7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,83,0.11,0,0,20
"Mexico",20,"1 kg","Semi-washed / Semi-pulped",7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,83,0.11,0,0,7
"Mexico",250,"1 kg","Washed / Wet",7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,83,0.11,5,0,8
"Colombia",250,"70 kg","Natural / Dry",7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,7.5,83,0,1,0,4
"Colombia",250,"70 kg","Washed / Wet",7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,83,0,0,0,4
"Colombia",250,"70 kg","Washed / Wet",7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,83,0.11,0,0,0
"Guatemala",275,"1 kg","Washed / Wet",7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,83,0.1,0,0,2
"Colombia",121,"1 kg","Washed / Wet",7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,83,0.12,0,0,0
"Brazil",320,"60 kg","Natural / Dry",7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,82.92,0,0,0,0
"El Salvador",100,"69 kg","Washed / Wet",7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,82.92,0,0,0,1
"Colombia",129,"70 kg","Washed / Wet",7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,82.92,0.11,0,0,1
"Taiwan",10,"20 kg","Natural / Dry",7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,82.92,0.09,31,0,0
"Ethiopia",250,"60 kg","Washed / Wet",7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,82.92,0,1,0,20
"Taiwan",11,"2 kg","Natural / Dry",7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,7.58,82.92,0,0,0,9
"Philippines",250,"2 kg","Washed / Wet",7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,82.92,0.11,0,0,1
"Philippines",4,"2 kg","Washed / Wet",8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,82.92,0,0,0,0
"Mexico",11,"2 kg","Natural / Dry",7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,82.92,0.13,0,0,3
"Mexico",275,"2 kg","Washed / Wet",7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,82.92,0.12,2,0,8
"Brazil",300,"2 kg","Semi-washed / Semi-pulped",7.08,7.5,7.5,7.83,7.75,7.67,10,10,10,7.58,82.92,0.11,0,0,16
"Uganda",1,"60 kg","Washed / Wet",8,7.5,7.5,7.58,7.33,7.42,10,10,10,7.58,82.92,0.12,0,0,0
"Uganda",1,"60 kg","Washed / Wet",7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,7.5,82.92,0.12,0,0,4
"Guatemala",250,"69 kg","Washed / Wet",7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,82.92,0.1,0,0,1
"Guatemala",26,"69 kg","Natural / Dry",7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67,82.92,0.1,0,0,2
"Guatemala",1,"2 kg","Washed / Wet",7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75,82.92,0.1,0,0,4
"Colombia",250,"70 kg","Washed / Wet",7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,7.58,82.92,0.11,0,0,2
"Colombia",250,"70 kg","Natural / Dry",7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,7.67,82.92,0,0,0,0
"Guatemala",250,"69 kg","Washed / Wet",7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,82.92,0.11,0,0,2
"Colombia",250,"70 kg","Washed / Wet",7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,7.5,82.92,0.11,3,0,5
"Mexico",15,"1 kg","Natural / Dry",7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,7.83,82.92,0.1,0,0,4
"Vietnam",1,"2 kg","Natural / Dry",7.67,7.33,7.17,7.58,8.08,7.42,10,10,10,7.67,82.92,0,0,0,17
"Mexico",100,"1 kg","Washed / Wet",8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,7.75,82.92,0.14,1,0,4
"United States (Hawaii)",8,"100 lbs","Washed / Wet",7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,7.5,82.92,0.1,0,0,0
"Kenya",27,"50 kg","Washed / Wet",7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,7.5,82.83,0.1,0,0,3
"Guatemala",50,"69 kg","Washed / Wet",7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,82.83,0.11,1,1,2
"Brazil",320,"60 kg","Pulped natural / honey",7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,7.58,82.83,0.11,0,2,2
"El Salvador",275,"69 kg","Washed / Wet",7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33,82.83,0,0,0,4
"Rwanda",150,"60 kg","Washed / Wet",7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8,82.83,0.11,0,0,0
"Vietnam",3,"2 kg","Other",7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,7.92,82.83,0.11,11,0,0
"Guatemala",80,"69 kg","Washed / Wet",7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,82.83,0.11,0,0,2
"Brazil",300,"60 kg","Natural / Dry",7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67,82.83,0.12,2,0,6
"Colombia",100,"24 kg","Washed / Wet",7.83,7.67,7.5,7.58,7.5,7.67,10,10,10,7.08,82.83,0,0,0,1
"United States",300,"60 kg","Other",7.42,7.58,7.25,7.5,7.75,7.75,10,10,10,7.58,82.83,0,0,0,9
"Guatemala",250,"69 kg","Washed / Wet",7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,82.83,0.1,0,0,4
"Colombia",40,"1 kg","Natural / Dry",7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,7.67,82.83,0,4,0,4
"Colombia",125,"70 kg","Washed / Wet",7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,7.58,82.83,0.11,0,0,3
"Tanzania, United Republic Of",300,"2 kg","Washed / Wet",7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,7.75,82.83,0.11,0,0,5
"Mexico",250,"1 kg","Washed / Wet",7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,82.83,0.12,2,0,10
"Mexico",250,"1 kg","Washed / Wet",7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,7.58,82.83,0.12,0,0,7
"Guatemala",250,"1 kg","Washed / Wet",7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,7.42,82.83,0.11,0,0,10
"Mexico",250,"1 kg","Washed / Wet",7.58,7.58,7.5,7.42,7.67,7.58,10,10,10,7.5,82.83,0.11,0,0,2
"Guatemala",275,"69 kg","Washed / Wet",7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,7.5,82.75,0.1,0,1,3
"Guatemala",275,"69 kg","Washed / Wet",7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,7.5,82.75,0.11,0,0,8
"Guatemala",50,"69 kg","Washed / Wet",7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5,82.75,0.11,0,0,4
"Guatemala",50,"69 kg","Washed / Wet",7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,82.75,0.1,0,0,1
"Guatemala",25,"69 kg","Washed / Wet",7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67,82.75,0.1,0,0,1
"Indonesia",2,"1 kg","Other",7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,7.58,82.75,0.12,0,0,15
"Guatemala",25,"69 kg","Washed / Wet",7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67,82.75,0.12,0,0,0
"Taiwan",8,"10 kg","Natural / Dry",7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,7.67,82.75,0,0,0,0
"El Salvador",275,"69 kg","Washed / Wet",7.67,7.67,7.17,7.33,7.58,7.67,10,10,10,7.67,82.75,0,0,0,4
"Costa Rica",250,"69 kg","Washed / Wet",7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,7.67,82.75,0.09,0,0,1
"Honduras",275,"69 kg","Natural / Dry",7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67,82.75,0.09,0,1,6
"Brazil",320,"60 kg","Pulped natural / honey",7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,7.5,82.75,0.11,0,2,1
"China",3,"60 kg","Natural / Dry",7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,82.75,0.1,0,0,0
"China",3,"60 kg","Washed / Wet",7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5,82.75,0.11,0,0,2
"Colombia",250,"70 kg","Washed / Wet",7.5,7.58,7.58,7.75,7.33,7.5,10,10,10,7.5,82.75,0,0,0,2
"Malawi",29,"60 kg","Washed / Wet",7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,7.67,82.75,0.12,0,0,0
"Guatemala",250,"69 kg","Washed / Wet",7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,82.75,0.13,0,0,2
"Colombia",275,"1 kg","Washed / Wet",7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,7.67,82.75,0.12,0,0,0
"United States (Hawaii)",10,"80 lbs","Natural / Dry",7.67,7.58,7.42,7.83,7.33,7.5,10,10,10,7.42,82.75,0.1,6,0,0
"United States (Hawaii)",6,"100 lbs","Natural / Dry",7.58,7.83,7.75,7.75,7.42,8,9.33,9.33,10,7.75,82.75,0.1,0,0,0
"Colombia",250,"1 kg","Washed / Wet",7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,7.5,82.75,0.1,0,0,2
"Mexico",32,"1 kg","Washed / Wet",7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58,82.75,0.12,0,0,6
"Mexico",250,"1 kg","Washed / Wet",7.58,7.58,7.33,7.75,7.25,7.58,10,10,10,7.67,82.75,0.12,0,0,0
"Mexico",21,"1 kg","Natural / Dry",8.08,8.17,8,8,7.83,7.92,6.67,10,10,8.08,82.75,0.12,1,0,4
"Colombia",250,"70 kg","Washed / Wet",7.5,7.58,7.42,7.67,7.5,7.58,10,10,10,7.5,82.75,0,0,0,0
"Colombia",100,"70 kg","Washed / Wet",7.67,7.58,7.58,7.58,7.5,7.42,10,10,10,7.42,82.75,0.11,0,0,3
"United States (Hawaii)",6,"100 lbs","Washed / Wet",7.25,7.75,7.5,7.83,7.67,7.67,9.33,10,10,7.75,82.75,0.12,0,0,0
"Panama",300,"2 kg","Washed / Wet",7.42,7.42,7.5,7.58,7.5,7.75,10,10,10,7.58,82.75,0,0,0,4
"Brazil",320,"60 kg","Natural / Dry",7.5,7.58,7.25,7.75,7.58,7.5,10,10,10,7.5,82.67,0,0,0,4
"Brazil",320,"60 kg","Natural / Dry",7.5,7.58,7.5,7.67,7.5,7.42,10,10,10,7.5,82.67,0.11,0,2,3
"Laos",60,"50 kg","Washed / Wet",7.67,7.67,7.42,7.42,7.42,7.5,10,10,10,7.58,82.67,0.13,0,0,0
"El Salvador",275,"69 kg","Washed / Wet",7.67,7.67,7.67,7.67,7.5,7.67,10,10,9.33,7.5,82.67,0,0,0,7
"Colombia",1,"2 kg","Washed / Wet",7.75,7.5,7.33,7.58,7.33,7.75,10,10,10,7.42,82.67,0,1,0,9
"Brazil",320,"2 kg","Natural / Dry",7.58,7.5,7.42,7.67,7.5,7.5,10,10,10,7.5,82.67,0,0,0,0
"Brazil",300,"60 kg","Natural / Dry",7.33,7.5,7.58,7.58,7.67,7.5,10,10,10,7.5,82.67,0.12,0,0,9
"Tanzania, United Republic Of",93,"60 kg","Washed / Wet",7.5,7.5,7.5,7.5,7.5,7.58,10,10,10,7.58,82.67,0.12,0,0,0
"Tanzania, United Republic Of",77,"60 kg","Washed / Wet",7.58,7.5,7.5,7.58,7.33,7.58,10,10,10,7.58,82.67,0.12,0,0,4
"Taiwan",10,"60 kg","Washed / Wet",8,7.83,7.83,7.42,7.25,7.25,10,10,10,7.08,82.67,0.08,0,0,0
"Mexico",11,"1 kg","Natural / Dry",7.67,7.58,7.42,7.5,7.42,7.5,10,10,10,7.58,82.67,0.11,0,0,0
"Uganda",1,"60 kg","Washed / Wet",7.67,7.5,7.33,7.67,7.5,7.5,10,10,10,7.5,82.67,0.12,0,0,0
"Taiwan",10,"30 kg","Washed / Wet",7.67,7.5,7.5,7.5,7.5,7.5,10,10,10,7.5,82.67,0.11,0,0,0
"Thailand",300,"60 kg","Washed / Wet",7.42,7.5,7.5,7.67,7.58,7.5,10,10,10,7.5,82.67,0.11,0,0,0
"Colombia",250,"70 kg","Washed / Wet",7.75,7.58,7.67,7.25,7.58,7.42,10,10,10,7.42,82.67,0.11,0,0,3
"El Salvador",288,"1 kg","Washed / Wet",7.92,8,7.5,6.75,7.92,7.58,10,10,9.33,7.67,82.67,0,0,0,17
"Guatemala",275,"69 kg","Washed / Wet",7.67,7.67,7.17,7.67,7.5,7.5,10,10,10,7.5,82.67,0.11,0,0,0
"Thailand",2,"1 kg","Washed / Wet",7.83,7.33,7.83,7.33,7.58,7.83,10,10,9.33,7.58,82.67,0.12,0,0,0
"Mexico",36,"1 kg","Washed / Wet",7.58,7.58,7.42,7.58,7.42,7.5,10,10,10,7.58,82.67,0.11,0,0,2
"Mexico",23,"1 kg","Washed / Wet",7.5,7.58,7.58,7.58,7.42,7.42,10,10,10,7.58,82.67,0.12,0,0,0
"Guatemala",25,"69 kg","Washed / Wet",7.5,7.42,7.42,7.75,7.5,7.5,10,10,10,7.5,82.58,0.1,0,1,2
"Taiwan",6,"5 kg","Pulped natural / honey",7.67,7.42,7.5,7.42,7.58,7.5,10,10,10,7.5,82.58,0.11,0,5,0
"Brazil",198,"59 kg","Pulped natural / honey",7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,7.5,82.58,0.11,0,0,7
"Indonesia",150,"2 kg","Semi-washed / Semi-pulped",7.83,7.58,7.42,7.33,7.42,7.5,10,10,10,7.5,82.58,0.13,0,0,6
"Thailand",1,"1 kg","Washed / Wet",7.75,7.33,7.42,7.67,7.42,7.5,10,10,10,7.5,82.58,0.12,0,0,0
"Thailand",50,"20 kg","Washed / Wet",7.42,7.58,7.58,7.42,7.58,7.5,10,10,10,7.5,82.58,0.12,0,0,1
"Tanzania, United Republic Of",10,"60 kg","Washed / Wet",7.75,7.42,7.33,7.5,7.58,7.5,10,10,10,7.5,82.58,0.12,0,0,1
"Uganda",1,"60 kg","Natural / Dry",7.83,7.5,7.42,7.58,7.42,7.42,10,10,10,7.42,82.58,0.12,0,0,0
"Costa Rica",250,"1 kg","Washed / Wet",7.67,7.42,7.5,7.67,7,7.75,10,10,10,7.58,82.58,0.11,0,0,3
"Mexico",320,"5 lbs","Washed / Wet",7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,7.58,82.58,0,0,0,11
"Guatemala",1,"2 kg","Natural / Dry",7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,7.5,82.58,0,0,0,4
"Colombia",250,"70 kg","Washed / Wet",7.75,7.25,7.33,7.42,7.5,7.83,10,10,10,7.5,82.58,0.11,0,0,3
"Colombia",250,"70 kg","Washed / Wet",7.75,7.5,7.75,7.25,7.33,7.58,10,10,10,7.42,82.58,0.11,0,0,3
"Colombia",250,"70 kg","Washed / Wet",7.58,7.5,7.42,7.58,7.67,7.42,10,10,10,7.42,82.58,0.11,0,0,0
"Mexico",50,"1 kg","Washed / Wet",7.5,7.58,7.5,7.5,7.42,7.5,10,10,10,7.58,82.58,0.1,0,0,6
"Mexico",70,"1 kg","Washed / Wet",7.67,7.58,7.58,7.75,7.67,6.83,10,10,10,7.5,82.58,0.12,0,0,0
"Colombia",275,"70 kg","Washed / Wet",7.33,7.42,7.58,7.42,7.67,7.5,10,10,10,7.67,82.58,0.11,2,0,2
"Brazil",320,"60 kg","Natural / Dry",7.5,7.5,7.5,7.5,7.58,7.5,10,10,10,7.42,82.5,0.11,0,0,4
"Indonesia",2,"1 kg","Washed / Wet",7.83,7.75,7.25,7.5,7.42,7.33,10,10,10,7.42,82.5,0.11,0,0,5
"Honduras",275,"69 kg","Washed / Wet",7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.5,0.1,0,0,4
"Guatemala",50,"69 kg","Washed / Wet",7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,82.5,0.1,0,2,2
"Thailand",1,"1 kg","Washed / Wet",7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,7.83,82.5,0.12,0,0,0
"Thailand",50,"20 kg","Washed / Wet",7.33,7.5,7.5,7.5,7.67,7.5,10,10,10,7.5,82.5,0.11,0,0,0
"Tanzania, United Republic Of",37,"60 kg","Washed / Wet",7.67,7.42,7.33,7.58,7.5,7.5,10,10,10,7.5,82.5,0.12,0,0,1
"Tanzania, United Republic Of",5,"60 kg","Washed / Wet",7.75,7,7.42,7.58,7.58,7.58,10,10,10,7.58,82.5,0.12,0,0,3
"Mexico",2,"2 kg","Washed / Wet",7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,7.58,82.5,0,0,0,1
"Brazil",69,"60 kg","Semi-washed / Semi-pulped",7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,7.5,82.5,0.11,0,0,0
"Guatemala",250,"69 kg","Washed / Wet",7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,7.33,82.5,0.12,0,0,4
"Colombia",250,"70 kg","Washed / Wet",7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5,82.5,0.11,0,0,1
"Guatemala",250,"69 kg","Washed / Wet",7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,82.5,0.11,0,0,0
"Mexico",10,"1 kg","Washed / Wet",7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,7.58,82.5,0.13,0,0,10
"Mexico",10,"1 kg","Washed / Wet",7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.5,82.5,0.12,0,0,5
"Mexico",28,"1 kg","Semi-washed / Semi-pulped",7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,7.5,82.5,0.11,0,0,2
"Guatemala",275,"1 kg","Natural / Dry",7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,82.5,0.11,0,0,5
"Brazil",300,"60 kg","Semi-washed / Semi-pulped",7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,82.5,0,0,0,4
"Colombia",275,"70 kg","Washed / Wet",7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58,82.5,0.11,1,0,3
"United States (Hawaii)",7,"100 lbs","Washed / Wet",7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,7.58,82.5,0.12,2,0,3
"Honduras",1,"2 kg","Washed / Wet",7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,82.42,0.12,0,1,6
"Guatemala",50,"69 kg","Washed / Wet",7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,82.42,0.1,0,1,2
"Guatemala",50,"69 kg","Washed / Wet",7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,82.42,0.12,0,0,0
"Guatemala",20,"69 kg","Washed / Wet",7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,82.42,0.12,0,0,0
"Guatemala",275,"69 kg","Washed / Wet",7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,82.42,0.11,0,2,3
"Colombia",43,"70 kg","Washed / Wet",5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,82.42,0.11,0,0,1
"China",3,"60 kg","Washed / Wet",7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,82.42,0.1,0,0,0
"Tanzania, United Republic Of",10,"60 kg","Washed / Wet",7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,82.42,0.13,0,0,7
"Brazil",320,"2 kg","Natural / Dry",7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,82.42,0,0,0,0
"Guatemala",250,"1 kg","Washed / Wet",7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33,82.42,0.1,0,0,0
"Mexico",10,"1 kg","Washed / Wet",7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,82.42,0.11,0,0,0
"Brazil",39,"60 kg","Semi-washed / Semi-pulped",7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42,82.42,0.12,0,0,1
"Peru",320,"5 lbs","Washed / Wet",7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,82.42,0,0,0,3
"Brazil",220,"60 kg","Natural / Dry",7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,82.42,0,0,0,0
"Mexico",10,"1 kg","Washed / Wet",7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,82.42,0.12,0,0,0
"Honduras",1,"2 kg","Washed / Wet",7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,82.42,0.09,0,0,2
